1,696,V14V15_GEN5_IRL,6783001JEW,20260722,144841,F,0,1,,FPPFPPPPPPNN,1,F,2,20260722,144833,0,,,0,0

 1219, QC3/2_3,    0.700V ,    0.700V ,  30.0,  30.0, 1, Q, 309, 306, F4, 2.0382168V , 1
 1220, QC3/3_2_1/ON,     3.00  ,    80.00  ,  30.0,  -1.0, 31, QF, 306, 309, F4, 787.6112465  , 1
