1,189,m75q2_cez_rev1_3,67830026CR,20260725,102235,F,1,1,,FPPFPPPPPPNN,1,F,3,20260725,102227,0,,,0,0

 1042, C35/C704,    22.00uF,    22.00uF,  30.0,  30.0, 4, C, 291, 537, A1, 28.8829073uF, 1
