1,315,V14V15_GEN5_IRL,67830024MK,20260725,102956,F,0,1,,FPPFPPPPPPNN,1,F,2,20260725,102949,0,,,0,0

 482, RB25,    15.00  ,    15.00  ,  20.0,  20.0, 2, R, 3210, 3275, B2, 18.0872981  , 1
