1,134,V14V15_GEN5_IRL,6783001XCT,20260724,084416,F,1,1,,FPPFPPPPPPNN,1,F,2,20260724,084410,0,,,0,0

 482, RB25,    15.00  ,    15.00  ,  20.0,  20.0, 2, R, 3210, 3275, B2, 18.1761677  , 1
