1,2,N50Q_5,6783001L3Y,20260722,081047,F,1,1,,FPPFPPPPPPNN,1,F,3,20260722,081035,0,,,0,0

 1688, PQ1201/4_3,    0.757V ,    0.757V ,  20.0,  20.0, 1, Q, 1, 3281, G2, 0.9133654V , 1
 1689, PQ1201/ON,     3.00  ,    40.00  ,  20.0,  -1.0, 31, QF, 3281, 1, G2, 129.6498247  , 1
