1,0,N30S5_i3,6783000RM1,20260713,065656,F,1,1,,FFPFPPPPPPNN,1,F,4,20260713,065641,0,,,0,0

 212, PR1202,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 44, 1058, A1, 4.0000000  , 1
 622, PR669,    10.00K ,    10.00K ,  30.0,  30.0, 2, R, 721, 1058, A1, 7399.1994378K , 1

Open <  44> <  44   60  240  432  435  854 1021 1058 > -> <44>-m0039 Parts:XJ1.94; <60>-+3V3_S5_PCIEX1 Parts:XJ100.29
