1,19,N30S5_i3,6783000RSB,20260713,110429,F,1,1,,FPPPFPPPPPNN,1,F,4,20260713,110419,0,,,0,0

 2955, XJ1_46_3,    0.500V ,    0.500V ,  90.0,  60.0, 24, U, 429, 521, A1, 1.8446251V , 1
