1,383,M75Q5_SH,67830003NQ,20260702,105755,F,1,1,,FPPFPPPPPPNN,1,F,3,20260702,105747,0,,,0,0

 536, PR1186,   100.00K ,   100.00K ,  10.0,  10.0, 2, R, 288, 129, A6, 49351.9994572K , 1
