1,305,M75S_5_APH_REV1,6783000D54,20260708,113715,F,0,1,,FPPFPPPPPPNN,1,F,3,20260708,113707,0,,,0,0

 351, RC85,    10.00K ,    10.00K ,  20.0,  20.0, 2, R, 730, 809, A1, 528.5708425K , 1
