1,130,V14V15_GEN5_IRL,67830022U8,20260725,005858,F,0,1,,FPPFPPPPPPNN,1,F,2,20260725,005852,0,,,0,0

 529, RC156,   100.00K ,   100.00K ,  20.0,  20.0, 2, R, 250, 215, C1, 122.5119007K , 1
