1,191,V14V15_GEN5_IRL,67830024UD,20260725,094752,F,0,1,,FPPFPPPPPPNN,1,F,2,20260725,094745,0,,,0,0

 477, RB19,    15.00  ,    15.00  ,  20.0,  20.0, 2, R, 3278, 3210, B1, 18.2401615  , 1
 482, RB25,    15.00  ,    15.00  ,  20.0,  20.0, 2, R, 3210, 3275, B2, 18.6571308  , 1
