1,494,IPS3_15IRH_I513420,6783000FVR,20260707,170731,F,0,0,,FPPFPPPPPPNN,1,F,4,20260707,170725,0,,,0,0,6.37 sec

 2, JFAN1_SWP-NC,    1.000  ,    4.000  ,  10.0,  10.0, 0, J, 842, 849, A1, 1.0000000  , 1
