1,471,M75Q5_SH,66830032JE,20260701,103206,F,1,1,,FPPFPPPPPPNN,1,F,3,20260701,103154,0,,,0,0

 623, RC1437,    10.00K ,    10.00K ,  90.0,  90.0, 2, R, 750, 636, B5, 924.9994714K , 1
