1,993,IPS3_15IRH_I513420,6783001UJV,20260722,213724,F,0,0,,FPPFPPPPPPNN,1,F,4,20260722,213718,0,,,0,0,6.47 sec

 781, RI111,    75.00K ,    15.51K ,  20.0,  20.0, 2, R, 321, 812, A1, 66.4711495K , 1
