1,25,M75S_5_APH_REV1,6783000AYC,20260703,193346,F,1,1,,FPPFPPPPPPNN,1,F,3,20260703,193338,0,,,0,0

 1348, CA31,   100.00nF,   180.00nF,  20.0,  20.0, 0, C, 576, 1119, A1, 218.0644238nF, 1
 1349, CA32,   100.00nF,   180.00nF,  20.0,  20.0, 0, C, 576, 1228, A1, 218.1328570nF, 1
 2623, DFAN1:2-1,    0.339V ,    0.339V ,  10.0,  10.0, 0, D, 677, 560, A1, 0.3048966V , 1
 2627, DFAN7:2-1,    0.335V ,    0.335V ,  10.0,  10.0, 0, D, 190, 560, A1, 0.2978846V , 1
 2629, DFAN8:2-1,    0.337V ,    0.337V ,  10.0,  10.0, 0, D, 1131, 560, A1, 0.3004190V , 1
 2630, DFAN8:3-1,    0.337V ,    0.337V ,  10.0,  10.0, 0, D, 1132, 560, A1, 0.3015173V , 1
