1,434,V14V15_GEN5_IRL,6783001XNS,20260724,112638,F,0,1,,FPPFPPPPPPNN,1,F,2,20260724,112630,0,,,0,0

 510, RC64,    75.00K ,    65.00K ,  30.0,  30.0, 2, R, 1, 77, C4, 45.1913401K , 1
 1212, PQ6206/6_1_2/ON,     5.00  ,    20.00  ,  30.0,  -1.0, 31, QF, 336, 1, F2, 31.1143002  , 1
