1,65,N30S5_i3,6783000RPA,20260710,140249,F,0,1,,FPPPFPPPPPNN,1,F,4,20260710,140239,0,,,0,0

 2948, XJ1_31_3,    0.501V ,    0.501V ,  90.0,  60.0, 24, U, 429, 768, A1, 1.8493019V , 1
