1,41,N30S5,6783000Q80,20260710,111033,F,1,1,,FPPFPPPPPPNN,1,F,4,20260710,111023,0,,,0,0

 2091, HR113,   100.00K ,   100.00K ,  30.0,  30.0, 2, R, 429, 1156, A1, 67.6883861K , 1
