1,202,M75S_5_APH_REV1,6783000D54,20260708,102718,F,0,1,,FPPFPPPPPPNN,1,F,3,20260708,102709,0,,,0,0

 1054, RFAN5,   100.00  ,   100.00  ,  20.0,  20.0, 0, R, 807, 1444, A1, 121.3683855  , 1
