1,769,IPS3_15IRH_I513420,6783001MZR,20260721,181924,F,0,0,,FPPFPPPPPPNN,1,F,4,20260721,181919,0,,,0,0,5.75 sec

 813, RC364,    49.90K ,    49.90K ,  20.0,  20.0, 1, R, 266, 355, A1, 204.5220231K , 1
