1,176,V14V15_GEN5_IRL,678300257N,20260725,094138,F,0,1,,FPPFPPPPPPNN,1,F,2,20260725,094131,0,,,0,0

 477, RB19,    15.00  ,    15.00  ,  20.0,  20.0, 2, R, 3278, 3210, B1, 18.1230425  , 1
 482, RB25,    15.00  ,    15.00  ,  20.0,  20.0, 2, R, 3210, 3275, B2, 18.3404119  , 1
