1,500,IPS3_15IRH_I513420,6783000FW6,20260707,171004,F,0,0,,FPPFPPPPPPNN,1,F,4,20260707,170956,0,,,0,0,7.28 sec

 2, JFAN1_SWP-NC,    1.000  ,    4.000  ,  10.0,  10.0, 0, J, 842, 849, A1, 3.0000000  , 1
