1,718,V14V15_GEN5_IRL,67830022WV,20260724,152011,F,0,1,,FPPFPPPPPPNN,1,F,2,20260724,152005,0,,,0,0

 482, RB25,    15.00  ,    15.00  ,  20.0,  20.0, 2, R, 3210, 3275, B2, 18.3392791  , 1
