1,51,IPS5_RYZEN5,67830023V7,20260724,174634,F,0,1,,FPPFPPPPPPNN,1,F,4,20260724,174609,0,,,0,0

 835, C4302,   100.00uF,    12.70uF,  30.0,  30.0, 4, C, 587, 150, A1, 16.8092762uF, 1
