1,273,V14V15_GEN5_IRL,6783001JJL,20260721,222233,F,0,1,,FPPFPPPPPPNN,1,F,2,20260721,222227,0,,,0,0

 632, RPC225/1_4,   100.00K ,   100.00K ,  20.0,  20.0, 2, R, 1, 294, C4, 79.2353844K , 1
 633, RPC226/2_3,   100.00K ,   100.00K ,  20.0,  20.0, 2, R, 1, 284, D1, 75.6424360K , 1
