1,695,V14V15_GEN5_IRL,6783001JEW,20260722,144825,F,0,1,,FPPFPPPPPPNN,1,F,2,20260722,144817,0,,,0,0

 1219, QC3/2_3,    0.700V ,    0.700V ,  30.0,  30.0, 1, Q, 309, 306, F4, 2.0381371V , 1
 1220, QC3/3_2_1/ON,     3.00  ,    80.00  ,  30.0,  -1.0, 31, QF, 306, 309, F4, 787.3926274  , 1
