1,128,ips3_15_ian8,6783001WJL,20260724,011459,F,0,1,,FPPFPPPPPPNN,1,F,3,20260724,011452,0,,,0,0

 564, PC1100,     1.00uF,    24.10uF,  80.0,  80.0, 0, C, 654, 613, A1, 0.0064162uF, 1
 1357, PR1101,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 798, 613, A1, 4.0000000  , 1
