1,808,ips3_15_ian8,6783001WMP,20260723,175749,F,0,1,,FPPFPPPPPPNN,1,F,3,20260723,175742,0,,,0,0

 2, H12_SWP,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 555, 553, A1, 4.0000000  , 1
