1,636,V14V15_GEN5_IRL,67830022L2,20260724,140808,F,0,1,,FPPFPPPPPPNN,1,F,2,20260724,140801,0,,,0,0

 1225, QE2/2_3,    0.700V ,    0.700V ,  30.0,  30.0, 1, Q, 1, 631, A4, 1.0379999V , 1
 1226, QE2/3_2_1/ON,     1.50  ,    39.00  ,  30.0,  -1.0, 31, QF, 631, 1, A4, 166.7490701  , 1
