1,72,V14V15_GEN5_IRL,6783001PJU,20260722,005711,F,0,1,,FPPFPPPPPPNN,1,F,2,20260722,005705,0,,,0,0

 456, PR6203,   100.00K ,   100.00K ,  20.0,  20.0, 2, R, 10, 340, H4, 12062.1532528K , 1
