1,178,V14V15_GEN5_IRL,67830024V7,20260725,094235,F,0,1,,FPPFPPPPPPNN,1,F,2,20260725,094228,0,,,0,0

 19, JEDP1_SWP,    1.000  ,    1.000  ,  10.0,  10.0, 2, J, 666, 661, G4, 4.0000000  , 1
 482, RB25,    15.00  ,    15.00  ,  20.0,  20.0, 2, R, 3210, 3275, B2, 18.0962214  , 1
