1,744,IPS3_15IRH_I513420,6783000DLE,20260707,015258,F,0,0,,FPPPFPPPPPNN,1,F,4,20260707,015253,0,,,0,0,5.42 sec

 2230, JWLAN1_47_1,    0.446V ,    0.446V ,  90.0,  55.0, 2, U, 321, 586, A1, 1.7882308V , 1
 2255, JWLAN1_47_2,    0.770V ,    1.084V ,  20.0,  81.0, 2, U, 586, 714, A1, 2.4276418V , 1
