1,22,IPS3_15IRH_I513420,6783000Y1D,20260714,122300,F,0,2,,FPPFPPPPPPNN,1,F,4,20260714,122248,0,,,0,0,12.57 sec

 500, PC1202/PC1212-NP,     2.20uF,   148.00uF,  20.0,  20.0, 4, C, 321, 577, A1, 31190.7024000uF, 1
 902, PC5601/PC5613-NP,     2.20uF,   146.00uF,  20.0,  20.0, 8, C, 321, 36, A1, 232.3809618uF, 1
 1725, PC1647/PC1648,     2.20uF,   150.00uF,  20.0,  20.0, 4, C, 321, 796, A1, 35841.5593017uF, 1
