1,1191,V14V15_GEN5_IRL,6783002315,20260724,224736,F,0,1,,FPPFPPPPPPNN,1,F,2,20260724,224729,0,,,0,0

 19, JEDP1_SWP,    1.000  ,    1.000  ,  10.0,  10.0, 2, J, 666, 661, G4, 4.0000000  , 1
