1,13,N30S5_i3,6783000RWZ,20260713,145046,F,1,1,,FPPFPPPPPPNN,1,F,4,20260713,145036,0,,,0,0

 129, D254,    1.076V ,    0.410V ,  30.0,  30.0, 0, D, 934, 536, A1, 1.7576224V , 1
 270, Q43,  700.000V ,    0.700V ,  30.0,  30.0, 4, Q, 869, 934, A1, 1.9925330V , 1
