1,194,IPS3_15ARP10_4511UV12208,6783000TRE,20260710,160245,F,0,2,,FPPFPPPPPPNN,1,F,3,20260710,160239,0,,,0,0,6.05 sec

 515, RA408,    2.200K ,    2.200K ,  10.0,  10.0, 2, R, 310, 665, H2, 334.7433656K , 1
 1324, DA400,    0.634V ,    0.634V ,  80.0,  80.0, 1, D, 1, 310, H2, 1.9796661V , 1
