1,453,V14V15_GEN5_IRL,678300255H,20260725,122224,F,0,1,,FPPFPPPPPPNN,1,F,2,20260725,122217,0,,,0,0

 477, RB19,    15.00  ,    15.00  ,  20.0,  20.0, 2, R, 3278, 3210, B1, 18.0962214  , 1
