1,363,IPS5_RYZEN5,67830025ZE,20260725,121907,F,0,1,,FFPFFPPPPPNN,1,F,4,20260725,121838,0,,,0,0

 1408, R91277,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 32, 53, A1, 4.0000000  , 1
 2048, R0909,    33.00  ,    33.00  ,  30.0,  30.0, 2, R, 535, 20, A1, 370.9624201  , 1
 2290, U6601_34_13,    0.668V ,    0.668V ,  90.0,  70.0, 2, U, 587, 21, A1, 2.0081790V , 1

Open <  53> <  32   53 > -> <53>-SPKL_CON1_N1 Parts:R5116; <32>-SPKL_N1 Parts:U4901.43
