1,71,ips5_14_agp11_AMD,6783000541,20260710,182020,F,0,1,,FPPFPPPPPPNN,1,F,3,20260710,182012,0,,,0,0

 1152, PG1001-NP/PR1001/J,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 414, 635, A1, 4.0000000  , 1
 1153, PG1002-NP/PR1001/J,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 414, 635, A1, 4.0000000  , 1
