1,635,V14V15_GEN5_IRL,67830022L2,20260724,140738,F,1,1,,FPPFPPPPPPNN,1,F,2,20260724,140730,0,,,0,0

 1216, QC1/2_3,    0.700V ,    0.700V ,  30.0,  30.0, 1, Q, 311, 307, F4, 2.0374994V , 1
 1217, QC1/3_2_1/ON,     3.30  ,    80.00  ,  30.0,  -1.0, 31, QF, 307, 311, F4, 724.4122846  , 1
