1,109,N30S5_i3,6783000RN3,20260710,153600,F,1,1,,FPPPFPPPPPNN,1,F,4,20260710,153550,0,,,0,0

 2955, XJ1_46_3,    0.500V ,    0.500V ,  90.0,  60.0, 24, U, 429, 521, A1, 1.8449090V , 1
