1,189,m75q2_cez_rev1_3,67830026CP,20260725,084741,F,1,1,,FPPFPPPPPPNN,1,F,3,20260725,084732,0,,,0,0

 1203, C692,     1.50uF,   300.00uF,  30.0,  30.0, 4, C, 291, 69, A1, 990.2871361uF, 1
