1,316,M75S_5_APH_REV1,6783000DJP,20260708,120913,F,0,1,,FPPFFPPPPPNN,1,F,3,20260708,120904,0,,,0,0

 475, PR329,   470.00K ,   470.00K ,  20.0,  20.0, 2, R, 576, 633, A1, 52793.0325337K , 1
 2888, PU2_5_11,    0.714V ,    0.714V ,  82.0,  71.0, 2, U, 576, 633, B2, 2.0611486V , 1
