1,26,ips3_15_ian8,6783001TUG,20260724,002211,F,0,1,,FPPFPPPPPPNN,1,F,3,20260724,002202,0,,,0,0

 564, PC1100,     1.00uF,    24.10uF,  80.0,  80.0, 0, C, 654, 613, A1, 0.0089077uF, 1
 1357, PR1101,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 798, 613, A1, 4.0000000  , 1
