1,1246,ips3_15_ian8,6783001TL6,20260723,233600,F,0,1,,FFPFPPPPPPNN,1,F,3,20260723,233551,0,,,0,0

 564, PC1100,     1.00uF,    24.10uF,  80.0,  80.0, 0, C, 654, 613, A1, 0.0111325uF, 1
 1357, PR1101,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 798, 613, A1, 3.0000000  , 1

Open < 879> < 838  879 > -> <879>-PCH_JTAG_TMS Parts:UC1.399   ; <838>-CPU_JTAG_TMS Parts:UC1.400
