1,1,V14V15_GEN5_IRL,6783001JF2,20260723,070041,F,1,1,,FPPFPPPPPPNN,1,F,2,20260723,070035,0,,,0,0

 1226, QE2/3_2_1/ON,     1.50  ,    39.00  ,  30.0,  -1.0, 31, QF, 631, 1, A4, 106.7599070  , 1
