1,776,ips3_15_ian8,6783001WQY,20260723,173053,F,0,1,,FFPFPPPPPPNN,1,F,3,20260723,173045,0,,,0,0

 7, JHDMI1_SWP,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 560, 553, A1, 4.0000000  , 1

Open < 560> < 553  554  555  556  557  558  559  560  561  562  563  564  565 > -> <560>- Parts:JHDMI1_SWP; <553>- Parts:JDCIN1_SWP
