1,63,ips3_15_ian8,6783001TUU,20260724,004143,F,1,1,,FPPFPPPPPPNN,1,F,3,20260724,004138,0,,,0,0

 564, PC1100,     1.00uF,    24.10uF,  80.0,  80.0, 0, C, 654, 613, A1, 0.0068995uF, 1
 1229, PC5480,    22.00nF,    20.00nF,  20.0,  20.0, 0, C, 202, 441, A1, 24.2058322nF, 1
 1357, PR1101,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 798, 613, A1, 4.0000000  , 1
