1,173,ips3_15_ian8,6783001TUN,20260724,071728,F,0,1,,FFPFPPPPPPNN,1,F,3,20260724,071719,0,,,0,0

 564, PC1100,     1.00uF,    24.10uF,  80.0,  80.0, 0, C, 654, 613, A1, 0.0094061uF, 1
 1357, PR1101,    1.000  ,    1.000  ,  10.0,  10.0, 0, J, 798, 613, A1, 4.0000000  , 1

Open < 585> <  56  212  232  415  419  582  585  592  623  789 > -> <585>-PWR_CAPS_LED Parts:JKB1.1; <56>-HDMI_HPD_PWR Parts:RV501-NP
