1,293,V14V15_GEN5_IRL,6783001JP4,20260723,105116,F,0,1,,FPPFPPPPPPNN,1,F,2,20260723,105109,0,,,0,0

 482, RB25,    15.00  ,    15.00  ,  20.0,  20.0, 2, R, 3210, 3275, B2, 18.0239246  , 1
